Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date,Resort,Date,Mean_Temp,Snowfall_cm,Snow_Retention,Snow_Consistency
83085,2023,11,6,12.0953125,4.044186046511628,0.2,2023-11-06,Mount Hotham,2023-11-06,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,7,12.0953125,4.044186046511628,0.4,2023-11-07,Mount Hotham,2023-11-07,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,8,12.0953125,4.044186046511628,0.0,2023-11-08,Mount Hotham,2023-11-08,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,9,12.0953125,4.044186046511628,14.4,2023-11-09,Mount Hotham,2023-11-09,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,10,12.0953125,4.044186046511628,8.2,2023-11-10,Mount Hotham,2023-11-10,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,11,12.0953125,4.044186046511628,0.2,2023-11-11,Mount Hotham,2023-11-11,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,12,12.0953125,4.044186046511628,0.0,2023-11-12,Mount Hotham,2023-11-12,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,13,12.0953125,4.044186046511628,0.0,2023-11-13,Mount Hotham,2023-11-13,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,14,12.0953125,4.044186046511628,0.6,2023-11-14,Mount Hotham,2023-11-14,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,15,12.0953125,4.044186046511628,4.8,2023-11-15,Mount Hotham,2023-11-15,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,16,12.0953125,4.044186046511628,0.0,2023-11-16,Mount Hotham,2023-11-16,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,17,12.0953125,4.044186046511628,0.0,2023-11-17,Mount Hotham,2023-11-17,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,18,12.0953125,4.044186046511628,0.0,2023-11-18,Mount Hotham,2023-11-18,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,19,12.0953125,4.044186046511628,0.0,2023-11-19,Mount Hotham,2023-11-19,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,20,12.0953125,4.044186046511628,0.0,2023-11-20,Mount Hotham,2023-11-20,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,21,12.0953125,4.044186046511628,0.6,2023-11-21,Mount Hotham,2023-11-21,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,22,12.0953125,4.044186046511628,12.6,2023-11-22,Mount Hotham,2023-11-22,8.069749273255814,0.0,0.002357822261991285,0.1169027411838958
83085,2023,11,23,16.3,4.044186046511628,0.2,2023-11-23,Mount Hotham,2023-11-23,10.172093023255815,0.0,0.0002886520155846758,0.1169027411838958
83085,2023,11,24,12.5,5.4,0.2,2023-11-24,Mount Hotham,2023-11-24,8.95,0.0,0.0019267346633274757,0.06297335605699649
83085,2023,11,25,10.9,8.7,38.2,2023-11-25,Mount Hotham,2023-11-25,9.8,0.0,0.004277925419704973,0.012742349464111609
83085,2023,11,26,9.8,5.4,2.4,2023-11-26,Mount Hotham,2023-11-26,7.6000000000000005,0.0,0.007391541344281971,0.06297335605699649
83085,2023,11,27,14.1,5.3,1.4,2023-11-27,Mount Hotham,2023-11-27,9.7,0.0,0.0008666572110791978,0.06598900949121879
83085,2023,11,28,12.9,6.8,0.4,2023-11-28,Mount Hotham,2023-11-28,9.85,0.0,0.001578028060403861,0.032295464698450516
83085,2023,11,29,7.8,6.4,24.8,2023-11-29,Mount Hotham,2023-11-29,7.1,0.0,0.01984030573407751,0.039165722796764356
83085,2023,11,30,7.2,4.9,13.6,2023-11-30,Mount Hotham,2023-11-30,6.050000000000001,0.0,0.026596993576865856,0.07943854918397836
83085,2023,12,1,11.1,4.6,16.6,2023-12-01,Mount Hotham,2023-12-01,7.85,0.0,0.0038724034406710317,0.09112296101485616
83085,2023,12,2,10.3,6.4,11.6,2023-12-02,Mount Hotham,2023-12-02,8.350000000000001,0.0,0.005765965558924903,0.039165722796764356
83085,2023,12,3,9.6,3.7,11.0,2023-12-03,Mount Hotham,2023-12-03,6.65,0.0,0.008162571153159897,0.13587289700909427
83085,2023,12,4,14.5,4.9,5.2,2023-12-04,Mount Hotham,2023-12-04,9.7,0.0,0.0007096703991005881,0.07943854918397836
83085,2023,12,5,18.1,8.3,0.0,2023-12-05,Mount Hotham,2023-12-05,13.200000000000001,0.0,0.0001173772578811046,0.015519756578408886
83085,2023,12,6,18.2,9.7,0.0,2023-12-06,Mount Hotham,2023-12-06,13.95,0.0,0.00011165334062956276,0.007767570078015005
83085,2023,12,7,15.9,10.3,0.0,2023-12-07,Mount Hotham,2023-12-07,13.100000000000001,0.0,0.00035253783787123874,0.005765965558924903
83085,2023,12,8,17.5,11.0,0.0,2023-12-08,Mount Hotham,2023-12-08,14.25,0.0,0.00015843621910252592,0.004070137715896128
83085,2023,12,9,18.4,11.9,0.0,2023-12-09,Mount Hotham,2023-12-09,15.149999999999999,0.0,0.00010102919390777289,0.002599067762323347
83085,2023,12,10,21.8,9.2,0.0,2023-12-10,Mount Hotham,2023-12-10,15.5,0.0,1.8457893295667037e-05,0.009951801866904324
83085,2023,12,11,20.3,13.1,0.0,2023-12-11,Mount Hotham,2023-12-11,16.7,0.0,3.907455479521346e-05,0.0014280732884225744
83085,2023,12,12,22.4,11.5,0.0,2023-12-12,Mount Hotham,2023-12-12,16.95,0.0,1.3674009084599736e-05,0.0031726828424851893
83085,2023,12,13,20.0,14.5,0.0,2023-12-13,Mount Hotham,2023-12-13,17.25,0.0,4.5397868702434395e-05,0.0007096703991005881
83085,2023,12,14,12.3,6.593835616438356,0.0,2023-12-14,Mount Hotham,2023-12-14,9.446917808219178,0.0,0.0021289397159641892,0.03567707806488715
83085,2023,12,15,12.8,6.6,0.0,2023-12-15,Mount Hotham,2023-12-15,9.7,0.0,0.0016588010801744215,0.03557118927263618
83085,2023,12,16,11.0,4.7,0.0,2023-12-16,Mount Hotham,2023-12-16,7.85,0.0,0.004070137715896128,0.08706577244027125
83085,2023,12,17,14.9,3.7,0.0,2023-12-17,Mount Hotham,2023-12-17,9.3,0.0,0.0005811037343016315,0.13587289700909427
83085,2023,12,18,16.3,7.1,0.0,2023-12-18,Mount Hotham,2023-12-18,11.7,0.0,0.0002886520155846758,0.027922573784073024
83085,2023,12,19,17.1,11.0,0.0,2023-12-19,Mount Hotham,2023-12-19,14.05,0.0,0.00019350764710127034,0.004070137715896128
83085,2023,12,20,9.4,0.9,0.2,2023-12-20,Mount Hotham,2023-12-20,5.15,0.0,0.009013298652847822,0.389360766050778
83085,2023,12,21,10.0,3.0,2.6,2023-12-21,Mount Hotham,2023-12-21,6.5,0.0,0.0066928509242848554,0.18242552380635635
83085,2023,12,22,11.6,1.1,0.4,2023-12-22,Mount Hotham,2023-12-22,6.35,0.0,0.003018416324708424,0.36586440898919936
83085,2023,12,23,14.6,4.8,0.2,2023-12-23,Mount Hotham,2023-12-23,9.7,0.0,0.0006750827306328381,0.08317269649392238
83085,2023,12,24,15.3,6.6,4.6,2023-12-24,Mount Hotham,2023-12-24,10.95,0.0,0.00047581761883833595,0.03557118927263618
83085,2023,12,25,11.4,5.8,1.8,2023-12-25,Mount Hotham,2023-12-25,8.6,0.0,0.0033348073074133443,0.05215356307841774
83085,2023,12,26,14.1,6.4,26.2,2023-12-26,Mount Hotham,2023-12-26,10.25,0.0,0.0008666572110791978,0.039165722796764356
83085,2023,12,27,13.4,6.8,9.8,2023-12-27,Mount Hotham,2023-12-27,10.1,0.0,0.0012293986212774202,0.032295464698450516
83085,2023,12,28,15.9,6.7,4.8,2023-12-28,Mount Hotham,2023-12-28,11.3,0.0,0.00035253783787123874,0.03389516415917814
83085,2023,12,29,13.8,6.8,0.0,2023-12-29,Mount Hotham,2023-12-29,10.3,0.0,0.001006770820085637,0.032295464698450516
83085,2023,12,30,12.9,2.7,0.0,2023-12-30,Mount Hotham,2023-12-30,7.800000000000001,0.0,0.001578028060403861,0.20587037180094733
83085,2023,12,31,15.4,0.7,0.0,2023-12-31,Mount Hotham,2023-12-31,8.05,0.0,0.000452622223240535,0.41338242108267
83085,2024,1,1,17.7,7.7,0.0,2024-01-01,Mount Hotham,2024-01-01,12.7,0.0,0.00014336118090126093,0.020836344518680425
83085,2024,1,2,17.398776758409785,9.7,0.0,2024-01-02,Mount Hotham,2024-01-02,13.549388379204892,0.0,0.00016665994932981438,0.007767570078015005
83085,2024,1,3,17.398776758409785,8.919817073170732,19.4,2024-01-03,Mount Hotham,2024-01-03,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,4,17.398776758409785,8.919817073170732,0.0,2024-01-04,Mount Hotham,2024-01-04,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,5,17.398776758409785,8.919817073170732,0.4,2024-01-05,Mount Hotham,2024-01-05,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,6,17.398776758409785,8.919817073170732,0.2,2024-01-06,Mount Hotham,2024-01-06,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,7,17.398776758409785,8.919817073170732,0.6,2024-01-07,Mount Hotham,2024-01-07,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,8,17.398776758409785,8.919817073170732,0.0,2024-01-08,Mount Hotham,2024-01-08,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,9,17.398776758409785,8.919817073170732,19.2,2024-01-09,Mount Hotham,2024-01-09,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,10,17.398776758409785,8.919817073170732,0.4,2024-01-10,Mount Hotham,2024-01-10,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,11,17.398776758409785,8.919817073170732,0.0,2024-01-11,Mount Hotham,2024-01-11,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,12,17.398776758409785,8.919817073170732,0.0,2024-01-12,Mount Hotham,2024-01-12,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,13,17.398776758409785,8.919817073170732,0.0,2024-01-13,Mount Hotham,2024-01-13,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,14,17.398776758409785,8.919817073170732,0.8,2024-01-14,Mount Hotham,2024-01-14,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,15,17.398776758409785,8.919817073170732,2.2,2024-01-15,Mount Hotham,2024-01-15,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,16,17.398776758409785,8.919817073170732,0.2,2024-01-16,Mount Hotham,2024-01-16,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,17,17.398776758409785,8.919817073170732,0.2,2024-01-17,Mount Hotham,2024-01-17,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,18,17.398776758409785,8.919817073170732,31.2,2024-01-18,Mount Hotham,2024-01-18,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,19,17.398776758409785,8.919817073170732,0.0,2024-01-19,Mount Hotham,2024-01-19,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,20,17.398776758409785,8.919817073170732,0.0,2024-01-20,Mount Hotham,2024-01-20,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,21,17.398776758409785,8.919817073170732,0.0,2024-01-21,Mount Hotham,2024-01-21,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,22,17.398776758409785,8.919817073170732,0.0,2024-01-22,Mount Hotham,2024-01-22,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,23,17.398776758409785,8.919817073170732,0.2,2024-01-23,Mount Hotham,2024-01-23,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,24,17.398776758409785,8.919817073170732,3.0,2024-01-24,Mount Hotham,2024-01-24,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,25,17.398776758409785,8.919817073170732,10.4,2024-01-25,Mount Hotham,2024-01-25,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,26,17.398776758409785,8.919817073170732,30.6,2024-01-26,Mount Hotham,2024-01-26,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,27,17.398776758409785,8.919817073170732,0.0,2024-01-27,Mount Hotham,2024-01-27,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,28,17.398776758409785,8.919817073170732,0.0,2024-01-28,Mount Hotham,2024-01-28,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,29,17.398776758409785,8.919817073170732,0.0,2024-01-29,Mount Hotham,2024-01-29,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,30,17.398776758409785,8.919817073170732,0.2,2024-01-30,Mount Hotham,2024-01-30,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,1,31,17.398776758409785,8.919817073170732,0.2,2024-01-31,Mount Hotham,2024-01-31,13.159296915790257,0.0,0.00016665994932981438,0.011431236668409667
83085,2024,2,1,16.285855263157895,7.900990099009901,0.0,2024-02-01,Mount Hotham,2024-02-01,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,2,16.285855263157895,7.900990099009901,0.0,2024-02-02,Mount Hotham,2024-02-02,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,3,16.285855263157895,7.900990099009901,0.0,2024-02-03,Mount Hotham,2024-02-03,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,4,16.285855263157895,7.900990099009901,0.0,2024-02-04,Mount Hotham,2024-02-04,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,5,16.285855263157895,7.900990099009901,0.0,2024-02-05,Mount Hotham,2024-02-05,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,6,16.285855263157895,7.900990099009901,80.2,2024-02-06,Mount Hotham,2024-02-06,12.093422681083897,0.0,0.0002907001094339179,0.01888178882820235
83085,2024,2,7,14.3,7.900990099009901,0.2,2024-02-07,Mount Hotham,2024-02-07,11.10049504950495,0.0,0.0007842485527910258,0.01888178882820235
83085,2024,2,8,15.8,6.1,0.0,2024-02-08,Mount Hotham,2024-02-08,10.95,0.0,0.00037060614062639654,0.045217473483287494
83085,2024,2,9,17.6,9.3,0.2,2024-02-09,Mount Hotham,2024-02-09,13.450000000000001,0.0,0.0001507103580597574,0.009471043581946108
83085,2024,2,10,15.8,5.8,0.2,2024-02-10,Mount Hotham,2024-02-10,10.8,0.0,0.00037060614062639654,0.05215356307841774
83085,2024,2,11,17.3,9.3,0.0,2024-02-11,Mount Hotham,2024-02-11,13.3,0.0,0.00017509618411480998,0.009471043581946108
83085,2024,2,12,18.7,11.5,0.0,2024-02-12,Mount Hotham,2024-02-12,15.1,0.0,8.695785676794554e-05,0.0031726828424851893
83085,2024,2,13,19.9,13.2,0.0,2024-02-13,Mount Hotham,2024-02-13,16.549999999999997,0.0,4.7725356118475645e-05,0.0013585199504289591
83085,2024,2,14,10.5,6.7,16.4,2024-02-14,Mount Hotham,2024-02-14,8.6,0.0,0.005220125693558397,0.03389516415917814
83085,2024,2,15,15.9,3.8,0.0,2024-02-15,Mount Hotham,2024-02-15,9.85,0.0,0.00035253783787123874,0.13010847436299786
83085,2024,2,16,16.3,8.2,0.2,2024-02-16,Mount Hotham,2024-02-16,12.25,0.0,0.0002886520155846758,0.016302499371440946
83085,2024,2,17,19.1,11.4,0.0,2024-02-17,Mount Hotham,2024-02-17,15.25,0.0,7.119619380797805e-05,0.0033348073074133443
83085,2024,2,18,19.7,12.2,0.0,2024-02-18,Mount Hotham,2024-02-18,15.95,0.0,5.274441089589183e-05,0.0022378485212763335
83085,2024,2,19,19.4,10.0,0.0,2024-02-19,Mount Hotham,2024-02-19,14.7,0.0,6.127973961660248e-05,0.0066928509242848554
83085,2024,2,20,17.6,9.8,0.6,2024-02-20,Mount Hotham,2024-02-20,13.700000000000001,0.0,0.0001507103580597574,0.007391541344281971
83085,2024,2,21,17.7,9.3,6.2,2024-02-21,Mount Hotham,2024-02-21,13.5,0.0,0.00014336118090126093,0.009471043581946108
83085,2024,2,22,18.6,10.9,0.0,2024-02-22,Mount Hotham,2024-02-22,14.75,0.0,9.141587385216144e-05,0.004277925419704973
83085,2024,2,23,16.1,12.0,11.4,2024-02-23,Mount Hotham,2024-02-23,14.05,0.0,0.000319000128926791,0.0024726231566347743
83085,2024,2,24,15.4,2.6,0.8,2024-02-24,Mount Hotham,2024-02-24,9.0,0.0,0.000452622223240535,0.2141650169574414
83085,2024,2,25,16.4,8.2,0.2,2024-02-25,Mount Hotham,2024-02-25,12.299999999999999,0.0,0.0002745781561013329,0.016302499371440946
83085,2024,2,26,18.9,9.9,0.0,2024-02-26,Mount Hotham,2024-02-26,14.399999999999999,0.0,7.868337371132325e-05,0.007033587154995161
83085,2024,2,27,17.9,9.6,0.0,2024-02-27,Mount Hotham,2024-02-27,13.75,0.0,0.00012972033049847497,0.008162571153159897
83085,2024,2,28,20.7,11.5,0.0,2024-02-28,Mount Hotham,2024-02-28,16.1,0.0,3.199176627183627e-05,0.0031726828424851893
83085,2024,2,29,21.0,15.3,0.0,2024-02-29,Mount Hotham,2024-02-29,18.15,0.0,2.7535691114583473e-05,0.00047581761883833595
83085,2024,3,1,18.4,11.1,0.0,2024-03-01,Mount Hotham,2024-03-01,14.75,0.0,0.00010102919390777289,0.0038724034406710317
83085,2024,3,2,16.0,10.2,0.0,2024-03-02,Mount Hotham,2024-03-02,13.1,0.0,0.0003353501304664781,0.0060598014915841155
83085,2024,3,3,15.8,7.1,0.0,2024-03-03,Mount Hotham,2024-03-03,11.45,0.0,0.00037060614062639654,0.027922573784073024
83085,2024,3,4,16.4,2.1,0.0,2024-03-04,Mount Hotham,2024-03-04,9.25,0.0,0.0002745781561013329,0.259225100817846
83085,2024,3,5,16.8,8.5,0.0,2024-03-05,Mount Hotham,2024-03-05,12.65,0.0,0.0002248167702332953,0.014063627043245475
83085,2024,3,6,19.2,10.8,0.0,2024-03-06,Mount Hotham,2024-03-06,15.0,0.0,6.772414961977023e-05,0.004496273160941178
83085,2024,3,7,21.6,12.5,0.0,2024-03-07,Mount Hotham,2024-03-07,17.05,0.0,2.039908727992137e-05,0.0019267346633274757
83085,2024,3,8,19.3,12.0,0.0,2024-03-08,Mount Hotham,2024-03-08,15.65,0.0,6.44214166480587e-05,0.0024726231566347743
83085,2024,3,9,20.1,12.3,0.0,2024-03-09,Mount Hotham,2024-03-09,16.200000000000003,0.0,4.31838841319577e-05,0.0021289397159641892
83085,2024,3,10,21.9,12.5,0.0,2024-03-10,Mount Hotham,2024-03-10,17.2,0.0,1.7557707022617317e-05,0.0019267346633274757
83085,2024,3,11,18.7,12.9,0.0,2024-03-11,Mount Hotham,2024-03-11,15.8,0.0,8.695785676794554e-05,0.001578028060403861
83085,2024,3,12,17.6,12.4,0.0,2024-03-12,Mount Hotham,2024-03-12,15.0,0.0,0.0001507103580597574,0.002025320389049882
83085,2024,3,13,17.3,13.1,0.0,2024-03-13,Mount Hotham,2024-03-13,15.2,0.0,0.00017509618411480998,0.0014280732884225744
83085,2024,3,14,11.9,10.2,2.2,2024-03-14,Mount Hotham,2024-03-14,11.05,0.0,0.002599067762323347,0.0060598014915841155
83085,2024,3,15,12.3,4.2,1.4,2024-03-15,Mount Hotham,2024-03-15,8.25,0.0,0.0021289397159641892,0.10909682119561293
83085,2024,3,16,15.0,4.9,0.0,2024-03-16,Mount Hotham,2024-03-16,9.95,0.0,0.0005527786369235996,0.07943854918397836
83085,2024,3,17,15.4,6.1,0.0,2024-03-17,Mount Hotham,2024-03-17,10.75,0.0,0.000452622223240535,0.045217473483287494
83085,2024,3,18,15.9,7.6,0.0,2024-03-18,Mount Hotham,2024-03-18,11.75,0.0,0.00035253783787123874,0.021881270936130476
83085,2024,3,19,15.3,10.2,0.0,2024-03-19,Mount Hotham,2024-03-19,12.75,0.0,0.00047581761883833595,0.0060598014915841155
83085,2024,3,20,9.2,4.5,38.0,2024-03-20,Mount Hotham,2024-03-20,6.85,0.0,0.009951801866904324,0.09534946489910949
83085,2024,3,21,12.1,-3.1,0.0,2024-03-21,Mount Hotham,2024-03-21,4.5,0.0,0.002352315570978148,0.8249137318359602
83085,2024,3,22,12.4,3.6,0.0,2024-03-22,Mount Hotham,2024-03-22,8.0,0.0,0.002025320389049882,0.14185106490048777
83085,2024,3,23,12.6,2.9,0.2,2024-03-23,Mount Hotham,2024-03-23,7.75,0.0,0.0018329389424928053,0.19000156601531298
83085,2024,3,24,12.8,4.7,0.2,2024-03-24,Mount Hotham,2024-03-24,8.75,0.0,0.0016588010801744215,0.08706577244027125
83085,2024,3,25,13.4,4.2,0.0,2024-03-25,Mount Hotham,2024-03-25,8.8,0.0,0.0012293986212774202,0.10909682119561293
83085,2024,3,26,15.3,6.4,0.0,2024-03-26,Mount Hotham,2024-03-26,10.850000000000001,0.0,0.00047581761883833595,0.039165722796764356
83085,2024,3,27,14.7,7.6,0.0,2024-03-27,Mount Hotham,2024-03-27,11.149999999999999,0.0,0.0006421797005859859,0.021881270936130476
83085,2024,3,28,14.9,3.8,0.0,2024-03-28,Mount Hotham,2024-03-28,9.35,0.0,0.0005811037343016315,0.13010847436299786
83085,2024,3,29,15.7,8.8,0.0,2024-03-29,Mount Hotham,2024-03-29,12.25,0.0,0.00038960012083882634,0.012128434984274237
83085,2024,3,30,17.2,10.3,0.0,2024-03-30,Mount Hotham,2024-03-30,13.75,0.0,0.000184071904963424,0.005765965558924903
83085,2024,3,31,17.3,9.7,0.0,2024-03-31,Mount Hotham,2024-03-31,13.5,0.0,0.00017509618411480998,0.007767570078015005
83085,2024,4,1,16.6,10.7,0.0,2024-04-01,Mount Hotham,2024-04-01,13.65,0.0,0.00024845508183933427,0.0047257126023954816
83085,2024,4,2,5.9,5.6,38.4,2024-04-02,Mount Hotham,2024-04-02,5.75,0.0,0.04973651155855672,0.057324175898868755
83085,2024,4,3,9.8,2.0,3.2,2024-04-03,Mount Hotham,2024-04-03,5.9,0.0,0.007391541344281971,0.2689414213699951
83085,2024,4,4,11.9,3.3,0.4,2024-04-04,Mount Hotham,2024-04-04,7.6,0.0,0.002599067762323347,0.16110894957658525
83085,2024,4,5,10.9,4.4,0.0,2024-04-05,Mount Hotham,2024-04-05,7.65,0.0,0.004277925419704973,0.09975048911968513
83085,2024,4,6,7.8,4.9,4.2,2024-04-06,Mount Hotham,2024-04-06,6.35,0.0,0.01984030573407751,0.07943854918397836
83085,2024,4,7,8.4,5.0,13.2,2024-04-07,Mount Hotham,2024-04-07,6.7,0.0,0.014774031693273055,0.07585818002124355
83085,2024,4,8,7.1,4.1,11.8,2024-04-08,Mount Hotham,2024-04-08,5.6,0.0,0.027922573784073024,0.11405238127979088
83085,2024,4,9,0.1,-2.6,2.0,2024-04-09,Mount Hotham,2024-04-09,-1.25,2.0,0.4875026035157896,0.7858349830425586
83085,2024,4,10,8.1,-2.0,2.2,2024-04-10,Mount Hotham,2024-04-10,3.05,0.0,0.017124033315727736,0.7310585786300049
83085,2024,4,11,9.7,-0.2,0.2,2024-04-11,Mount Hotham,2024-04-11,4.75,0.0,0.007767570078015005,0.52497918747894
83085,2024,4,12,8.8,2.7,0.2,2024-04-12,Mount Hotham,2024-04-12,5.75,0.0,0.012128434984274237,0.20587037180094733
83085,2024,4,13,9.9,1.9,0.4,2024-04-13,Mount Hotham,2024-04-13,5.9,0.0,0.007033587154995161,0.27888482197713693
83085,2024,4,14,10.8,3.4,0.0,2024-04-14,Mount Hotham,2024-04-14,7.1000000000000005,0.0,0.004496273160941178,0.1544652650835347
83085,2024,4,15,10.4,3.2,0.2,2024-04-15,Mount Hotham,2024-04-15,6.800000000000001,0.0,0.005486298899450404,0.16798161486607552
83085,2024,4,16,8.3,2.4,0.2,2024-04-16,Mount Hotham,2024-04-16,5.3500000000000005,0.0,0.015519756578408886,0.23147521650098238
83085,2024,4,17,7.4,2.7,0.0,2024-04-17,Mount Hotham,2024-04-17,5.050000000000001,0.0,0.024127021417669196,0.20587037180094733
83085,2024,4,18,7.4,1.9,0.4,2024-04-18,Mount Hotham,2024-04-18,4.65,0.0,0.024127021417669196,0.27888482197713693
83085,2024,4,19,5.1,0.5,0.2,2024-04-19,Mount Hotham,2024-04-19,2.8,0.0,0.07242648536151773,0.43782349911420193
83085,2024,4,20,10.5,-1.1,3.4,2024-04-20,Mount Hotham,2024-04-20,4.7,0.0,0.005220125693558397,0.6341355910108007
83085,2024,4,21,12.9,4.6,0.2,2024-04-21,Mount Hotham,2024-04-21,8.75,0.0,0.001578028060403861,0.09112296101485616
83085,2024,4,22,13.5,8.0,0.0,2024-04-22,Mount Hotham,2024-04-22,10.75,0.0,0.0011695102650555148,0.01798620996209156
83085,2024,4,23,9.3,4.9,0.0,2024-04-23,Mount Hotham,2024-04-23,7.1000000000000005,0.0,0.009471043581946108,0.07943854918397836
83085,2024,4,24,3.5,-1.0,2.8,2024-04-24,Mount Hotham,2024-04-24,1.25,1.4,0.14804719803168948,0.6224593312018546
83085,2024,4,25,5.9,-2.3,0.0,2024-04-25,Mount Hotham,2024-04-25,1.8000000000000003,0.0,0.04973651155855672,0.759510916949111
83085,2024,4,26,8.9,-1.5,0.0,2024-04-26,Mount Hotham,2024-04-26,3.7,0.0,0.011543752483922289,0.679178699175393
83085,2024,4,27,8.3,2.1,0.0,2024-04-27,Mount Hotham,2024-04-27,5.2,0.0,0.015519756578408886,0.259225100817846
83085,2024,4,28,8.0,2.7,0.0,2024-04-28,Mount Hotham,2024-04-28,5.35,0.0,0.01798620996209156,0.20587037180094733
83085,2024,4,29,7.1,4.0,0.0,2024-04-29,Mount Hotham,2024-04-29,5.55,0.0,0.027922573784073024,0.11920292202211755
83085,2024,4,30,4.4,-1.5,0.6,2024-04-30,Mount Hotham,2024-04-30,1.4500000000000002,0.3,0.09975048911968513,0.679178699175393
83085,2024,5,1,6.0,-3.0,0.2,2024-05-01,Mount Hotham,2024-05-01,1.5,0.1,0.04742587317756678,0.8175744761936437
83085,2024,5,2,7.4,-0.5,0.2,2024-05-02,Mount Hotham,2024-05-02,3.45,0.0,0.024127021417669196,0.5621765008857981
83085,2024,5,3,6.5,1.0,0.0,2024-05-03,Mount Hotham,2024-05-03,3.75,0.0,0.03732688734412946,0.3775406687981454
83085,2024,5,4,8.4,1.3,0.0,2024-05-04,Mount Hotham,2024-05-04,4.8500000000000005,0.0,0.014774031693273055,0.34298953732650117
83085,2024,5,5,7.6,1.5,0.2,2024-05-05,Mount Hotham,2024-05-05,4.55,0.0,0.021881270936130476,0.320821300824607
83085,2024,5,6,5.3,-0.9,1.6,2024-05-06,Mount Hotham,2024-05-06,2.1999999999999997,0.0,0.06598900949121879,0.610639233949222
83085,2024,5,7,7.6,0.4,0.2,2024-05-07,Mount Hotham,2024-05-07,4.0,0.0,0.021881270936130476,0.45016600268752216
83085,2024,5,8,6.4,1.4,0.2,2024-05-08,Mount Hotham,2024-05-08,3.9000000000000004,0.0,0.039165722796764356,0.3318122278318339
